word, definition
Arrevvili de ou| frullato del tuorlo d'uovo (Es.: ando in dommu e mi fazzu unu arrevvilli de ou assumancu mi prengu su callu; vado a casa e frullo un uovo almeno mi riempio lo stomaco) (Grazie a Daniebi e Dabidi per la segnalazione)
Arriàlis| Letteralemente "reali", è riconducibile alla dominazione spagnola e significa centesimi (i soldi si dividevano appunto in sordus e arriàlis). (es.: O Zaira, dopu sa missa de munsignori no' ti scarèsciasa ca deppisi andai anch'é nonna ca ti deppidi onai is arrialis! - trad: Senti Zaira, dopo la celebrazione della messa da parte del monsignore non ti scordare di andare dalla tua nonna che ti deve dare la paghetta settimanale!) (ringraziamo sonetaula per la segnalazione ed Artificier Ragno per la collocazione storica)
(èsti) Arribbau mindiandu| lett. "è arrivato me ne vado". dicesi a proposito di qualcuno che arriva in un posto introducendosi (non solo fisicamente, ma anche a parole) senza rispettare il proprio turno. (es.: - in fila alle Poste- "Scusi ma...ora tocca a me, vero ?" - "eeeeeeh è arribbau mindiandu, tocca oh Lollottu fa'na cosa torra a'coa e dde pressi puru" - trad: EEEh, è arrivato il signor me ne vado, ascolti, penso che le convenga tornare indietro sui suoi passi e anche con una certa solerzia.) (ringraziamo Zittoman)
Arrichintosu| colui che trova difetti in tutto/esigente, schizzinoso. Es: ARROBERTU: "oh giuanni ti praxiri sa cammisa che mi seu comprau?praxiri a tottusu!" GIUANNI: "puzzi puzzi ta bamba!" ARROBERTU: "gia' sesi arrichintosu!" - TRAD: Roberto: "Giovanni ti piace la camicia che mi sono comprato? E' piaciuta a tutti!" Giovanni: "che brutta è estremamente mediocre!" Roberto: "e già sei poco schizzinoso..."(ringraziamo Agostineddu mrexiani per la segnalazione)
Arribambiu| rincoglionito/rimbambito. (es.: cicca de ti onaiuna movida chi ses tottu arribambiu ; Trad.: cerca di darti una mossa, dato che attualmente appari completamente rincoglionito/rimbambito ) (Segnalazione di banella )
Arriciu| accolto (Es.: apu arriciu una prenda; ho ricevuto un gioiello) (Segnalazione di minkitopi)
Arrinnegau (o Arrenegau)| arrabbiato. (es: M'anti nau chi sorri mia bandara a coddai cun su fillu de Pistilloni. Seu tottu arrinnegau! - trad: Mi hanno detto che mia sorella ha degli atteggiamenti poco eleganti con il figlio di Geco. Sono un po' arrabbiato!) (ringraziamo Pagugoso)
Arrinnegau nieddu| arrabbiato nero. (es: Appu scaddau Giginu Patattedda chi fiara arrinnegau nieddu poitta sa filla bandara a re notti a coperri in strara! - trad: Ho colto in flagrante Gigi Patatina particolarmente arrabbiato perchè la figlia si reca di notte a fare l'amore per le strade!) (ringraziamo Pagugoso)
Arrisigammida de palarma| fammi un pompino non molto rigato (es.: t'appu nau chi mi ses boccendi:arrisigamidda de palarma. ; Trad.: amore,mi stai succhiando l'impossibile,fammi rilassare usando lievemente i denti ) (Segnalazione di  tannomai )
Arrisco e pisco e merda mi fazzo| Rischio e la pesco e non mi faccio niente. Frase di incitamento della gioventu bruciata di Sorgono. (es.: Deo da tento....tanti po su chi costada Arrisco e pisco e merda mi fazzo! ; trad.: Io la tento... tanto per quel che costa...rischio la pesco e non mi faccio un bel niente.) (Grazie a Mario)
Arriscottau| con ricotta (Gergo volgare per identificare una cosa sporca). (es: Castia cussa mongia, portara su piriccoccu arriscottau! - trad: Guarda quella suora, ha la vagina sporca) (ringraziamo ancora Pagugoso)
Arritzoni| riccio di mare (Es.: seu andau a su Poetto con una pariga 'e amigus e c'aeus cravau una pappara 'e arritzonis o goppai pagu bonus puru; sono andato al Poetto con degli amici ci abbiamo piazzato una mangiata di ricci o compare che buoni) (Segnalazione di mirtixeddu)
Arrobb'e pasca!!| Roba per la Pasqua!! (es.: Buffai su binu miu, arrazza de bobboi! Arrobb'e Pasca!! - trad: Bevete il mio vino, è veramente un nettare! Speciale da celebrarci il prete la messa di Pasqua!!). Così il nostro amico Piergiuseppe lu Sussincu cercava di convincerci a bere l'orrida mistura di propria produzione da lui definita vino .A Gennaio era spunto, a marzo, aceto. (Grazie mille a dominigheddu per la segnalazione)
Arrobb'e zoo| roba da zoo (Es.: oh calloni no zerrisi ma castia custu caghineri!! arrob'e zoo!!!; oh coglione non urlare ma guarda questo frocio!! roba da zoo) (Segnalazione di Spugna 85)
Arrocali| pezzo (es.: Pitticcu s'arroccal'e meda chi sesi!!!; ...Che persona poco generosa e affidabile che sei!!!) (Ringraziamo Vortel per avercelo segnalato)
Arroddugò| (es.: chi unu arròri ti còddiri; che un grande spavento ti possegga carnalmente) (Un ringraziamento a Seme che ce lha segnalato)
Arroddusciadau| accidenti poverino. Quando la meraviglia per l'accaduto è tale da voler pronunciare le due esclamazioni insieme, può formarsi il tutt'uno "arroddusciadau" (Es.: ceh, castia! Cuddu pipiu cest'arruttu a terra meda mali: arroddusciadau!; ceh, guarda! Quel bambino è caduto a terra molto male: Che povero... accidenti!) (Segnalazione di Bruxiu Jr)
Arroddu Stuart| (pronuncia."stiuart"). Esclamazione apparentemente senza significato (per dindirindina!) che in realtà parafrasa con una lodevole commistione linguistica il nome del noto cantante americano Rod Stuart coll'altrettanto ( e forse anche di più...) famoso detto sardo: arroddu coddiri. (es: Arroddu stuart!! Oi tengu una minka aicci longa chi mi pozzu coddai unu burriccu olandesu puru!! - trad: Per dindirindina! Devo notare che oggi la lunghezza del mio membro e' cosi' elevata che riuscirei addirittura ad avere un rapporto sessuale con un asino olandese!) ( Un grazie a bruno motocross per la segnalazione, e ad Ivaz per le aggiuntine)
Arròga| Rompi. (es.: Arròga, porca boia!!! ; Trad.: Rompi, coraggio!!!) (Grazie a La Famigliuola per la segnalazione)
Arroga e ponni sali| rompi e metti sale (Es.: potta cussu cazzu de crapittu e arroga e ponni sali!; porta quel cazzo di capretto e rompi e metti sale!) (Segnalazione di africa)
Arrògagliela| rompigliela. Messaggio di augurio che ti urlano gli amici mentre stai provando a cuccarti una tipa (Es.: Arrogagliela tutta e spassiarì; Rompigliela tutta e divertiti) (Segnalazione di GniVrenk)
Arrogàlla de minca de scimmia| Piccoli pezzi di pene di scimmia (es.: - "Andi cazzu esti cuss'arrogalla de minca de scimmia"; Classico modo di chiedere notizie circa il luogo in cui si trovi "una persona rincoglionita") (Ringraziamo Espis per la segnalazione)
Arroghemollezzugu|  pezzo di molla di collo. Es: bruttu arroghemollezzugu poita non ti nci cravasa in su gunnu !!!! Trad: sporco pezzo di molla di collo (equivalente a pezzo di merda) perchè non rientri nell'utero di tua madre !!!! (grazie ancora a giorgio e roberto)
Arrogheddu e mmerda| piccola frazione di sterco; definizione poco lusinghiera rivolta a personaggi seccanti (es.: castia custu arrogheddu e mmerda !!! manti pigau diarerusu ascallonarura.... ; Trad.: guarda quella piccola frazione di sterco !!! mi ha veramente preso ai testicoli.... ) (Segnalazione di  deissa )
Arrogh'è Merda| Pezzo di merda. (es.: Ceeeh, sesi un'arrogh'è merda brutta garogna..! ; Trad.: Guarda che sei un pezzo di cacca, oh Carogna!) (Segnalazione di Coddaproku)
Arrogh'e pompa| cannuccia (Es.: oh Monia, donamì una birra e un'arrogh'e pompa!; scusa Monia, potresti porgermi cortesemente una birra ed una cannuccia?) (Segnalazione di Kunnu12)
Arroghe tontu| pezzo di scemo (Es.: oh Mariu sesi propriu un'arroghe tontu candu faisi diaici!!; oh Mario sei proprio un pezzo di scemo quando fai così!!!) (Segnalazione di Ariuccia)
Arrògu|  pezzo (es.:  pittìccu s'arrogh'e merda chi sesi!; sei un gran pezzo di pupu') (Un ringraziamento a Petruzzo che ce lha segnalato)
Arrògu-tottu| pronunciato tutto d'un fiato sta per Spacco Tutto. Anche il sopranome del centravanti del cagliari Langella. Es:  chin'è che ha segnau?? - Arrogu tottu! TRAD: Chi ha fatto goal? Spaccotutto-Langella! (Un ringraziamento a Efis che ce lha segnalato)
Arrollau| pensieroso (Es.: Chicco este arrollau; Chicco è pensieroso) (Segnalazione di chicco)
Arrombarare| attaccarsi il più vicino possibile a qualcosa. (es.: arrombarì a su muru chi ri coddu! - trad: attaccati il più vicino possibile contro il muro (a ripu prontuscuadduspro') che ti (stondino l'ogheddo!) penetro) (ringraziamo coddamellusu)
Arròri| Accidente (es 1.: Arròri di scùndiri!!! ;  es 2: Un gruppo di ragazze scherzano allegramente in un albergo e con toni di voce abbastanza alti alle tre del mattino. Ad un certo punto dalla stanza attigua si innalza un urlo impetuoso: "ARRORI SI CODDIRI CAZZ' E TROIASA!" - trad 1: Che ti venga un accidente e ti riduca a brandelli! - trad 2: Orsù giovincelle, è ora di fare la nanna, sogni d'oro!) (Ringraziamo Asterix e Gipsy & Dixy)
Arrori ri coddiri| Corbezzoli !. (es.: Mi seu vattu una pappara de fasolu e mi seu fattu una cagara manna mancu sa Giustizia. - Arrori ri coddiri ; Trad.: Dopo aver lungamente degustato fagioli ho fatto una seduta grande come un palazzo di proverbiali dimensioni (nell'esempio Sa Giustizia, ovvero il tribunale). - Corbezzoli ! ) (Segnalazione di Zigarru )
Arrori ti còstiri| Che ti prenda uno spavento! (es.: Arrori ti costiri! M'asi imbruttàu sa cammisa! ; Trad.: Che ti prenda uno spavento! Mi hai sporcato la camicia!) (Segnalazione di Ziu Lilliu)
Arròsciu| stanco (es.: ta dànnu fillu miu, pàrisi arrosciu e bìvi. ta ses, preghende mòrri po tarreposai?; Mamma mia figliolo, sembri stanco della vita. Stai per caso pregando di morire per poterti finalmente riposare?)
Arrozzadì| utilizzato per chiedere a qualcuno di levarsi di mezzo (Es.: O deddu!, arrozzadì nuncasa ti trebu'ngui; Hey tu! Levati di mezzo se no ti schiaccio) (Segnalazione di cralliu)
Arrozzàu| Ritirato, Limitato (Es.: Cèi là cùddu, gì èsti pàgu arrozzàu, tocca zacca stradoi! Guarda quello come è arrozzato, dai esci di quà) (Grazie  a Pidroddiu.)
Arrulloni| Pallina nera presente tra le dita dei piedi (es.: Sa sinniòra Setzu fiada spulighèndi is arrullonis dae is peis... ; Trad.: La signora Setzu si stava togliendo oggetti non identificati che si trovavano inspiegabilmente tra le dita dei piedi...) (Questa segnalazione é tratta da una storia vera e ringraziamo Carletto per avercela inviata)
Arrumbàssi| Appoggiarsi (es: Arrùmbati a la ianna manna di lu Campusantu - trad: "Appoggiati al portone del camposanto". Tipica frase sassarese che viene rivolta a chi, con fare amichevole, poggia il braccio sulle spalle di un'altra persona.) (ringraziamo Semmu du Sassari)
Arrumbiammerda (o Arrumbulamerda)| scarabeo stercoraro (let. rotola cacca). (es.: Oh Giggetto accabbadda de fai bocciasa cun sa arena ca mi parrisi n'arrumbiammerda! - Trad: O piccolo Luigi smettila di fare palline con la sabbia che mi sembri il tipico scarabeo stercoraro!) (grazie e... Hbadda!!!)
Arrumbullai| Rotolare. (es.: D'ognia botta chi chistionas m'arrumbulanta is callonis a terra. ; trad.: I tuoi discorsi sono così interessanti che ogni volta che ti ascolto mi rotolano le palle in terra.) (Grazie a Fraulas maccas)
Arrungia| rogna (Es.: ma custu pisittu e tottu arrungia ge no sada a cuntaggiai; questo gatto a la rognia ma non ci contagerà?) (Segnalazione di Pino Pino Paglia)
Arrusciai| innafiare (Es.: arrusciadedda e callonisi a facci dappu fattu a cus'egua!!; ieri con quella fanciulla abbiamo praticato l'antica usanza japponese del bukkake) (Segnalazione del conte di Quartu)
Arrùttu| caduto (es.: sesi arruttu aintr'e su gabinettu?; Sei caduto dentro ad una latrina?)
Arthanau| guasto, marcio. (es: arthanau e su ihu de vroris - Trad: marcito come il fico di Floris) (grazie a fonni ole')
(s') Arzia e cala| sali e scendi. (es: candu da ingroppasa sarziaecala - trad: quando te la trombi da sotto la sali e la scendi) (ringraziamo pistillone)
Arziara de fardetta| lett. alzata di gonna del tipico costume sardo. Equivale a praticare una sveltina (Es.: "Oh Maurè, ma a Mariedda ti dd'asi galu coddada? "Eia, solu un'arziada de fardetta!"; "Oh Maurizio, ma hai fatto l'amore con Maria?". "Si, ma solo una sveltina!") (Segnalazione di Toniccu de lanusè)
A sa biscaìna| alla biscaglina, alla maniera dei marinai del golfo di Biscaglia, famosi per essere piuttosto trasandati (Es.: "Aiò, benis a su Poettu?". "Ma non du bis' comenti seu mali cuncordau?". "Frigarindi, ci calaus a sa biscaìna"; "Dai, vieni al Poetto?". "Ma non vedi come sono mal vestito?" "Non preoccuparti, andiamo come capita") (Segnalazione di Natziu)
Asbarrat| aperto, spalancare. Termine del dialetto algherese sardo-catalano (Es.: 1) ta ses asbarrat com una sindria; ti sei aperto come un anguria. 2) lu s'ulz asbarrats; gli occhi spalancati) (Segnalazione di sbatball)
Ascallònisi| letter. 'Ai coglioni' (es.: oh su cunnu chi rinda bogau mas pigau as callonisi!!!; la vagina che ti ha partorito, mi hai rotto i coglioni!!!) Grazie ad Alex & Cioffina
Ascallosciau| scoglionato (Es.: Oh Pissenti mi parisi pagu pagu ascallosciau custu mengianu; Oh Vincenzo, mi sembri poco poco scoglionato questa mattina) (Segnalazione di muflone)
Ascameddu| schifoso (Es.: faghese schiffu a sascamu, sese un'ascamu; fai schifo allo schifoso, sei uno schifoso) (Segnalazione di Maccione)
Ascettài| Spruzzare. (es.: Ohi ohia! Cessu cessu! Ariser'è notti àppu pappàu dus chìlusu de sìndria mèda frìa, e po su dolor'è brènti mi sèu ascettàu totta's muràndasa!!!!!!; Trad.: Ahi ahi! Dannazione! Ieri notte ho ingurgitato ben 2 kg di anguria moooolto fredda, e a causa del mal di pancia ho spruzzato completamente le mie mutande!!!!!! P.S.: Come si evince dall'esempio, il verbo in questione è prevalentemente utilizzato in riferimento ad escrementi.....a simpatici e odorosi gianduiotti depositati un po' a caso!!!!) (Ringraziamo e salutiamo NIKO75)
Ascù.... e prova a ti fai tres quartus de cagara a spruzzu| ascolta, prova a farti tre quarti di defecazione a spruzzo (Es.: Ohhhh gino...mi sesi ascurtendi? Ah no? Inzà bai fairì tres quartus de cagara a spruzzu; Hey Gino, ma mi stai ascoltando? Noooo? Allora vai e fatti tre quarti di defecazione a sciolta) (Segnalazione di frank knopfler)
Ascurta| lett. Ascolta! Modo di introdurre comunicazioni di particolare importanza. (es.: ascurta...la chi ri occiu ; Trad.: ascolta guarda che ti uccido... ) (Segnalazione di  marchixeddu)
A si biri pringiusu mera| che ci si veda in evidente stato di gravidanza (Es.: o gnazina...a si biri pringiusu mera...spassiarì; cara ignazia,ci si vede in evidente stato di gravidanza,divertiti nel mentre) (Segnalazione di babbio75)
A si coddài sa salùdi| giocarsi la salute (Es.: "Oh Maurè, du scisi ca soi andandu a mi coddài a Debora?". "Oh Fisiè, mì ga sesi andèndu a ti coddài sa salùdi, ca Debora esti impestàda"; "Oh Mauro, sai che sto andanado a fottere con Debora?". "Oh Efisio, attento che stai andando a fotterrti la salute, perchè Debora è affetta da una malattia contagiosa") (Segnalazione di Toniccu de Lanusè)
A son'e'baullu| letteralmente: "A suono di cassa da morto"; si usa riferito a un particolare tipo di tosse grassa e catarrosa - ES: "O Fisieddu, ma ses tui a son'e'baullu??" TRAD: "O Efisio, ma sei tu con questa tosse particolarmente rumorosa??" (Grazie a Jimmy  per la segnalazione
Aspigàu| hai preso... (es.: Aspigàu a sa punta 'e sa minca ; hai preso alla punta del pene!) (Grazie a Trippa per la segnalazione)
Asrubentàu| Gonfio a livello addominale. (es.: Arisèro m'àppu squartaràu mèsu chìlu de càsu furriàu e aìntr'è notte m'àda asrubentàu... ; Trad.: Ieri mi sono abbuffàto con mezzo chilo di formaggio con i vermi e durante la notte ho avvertito un certo gonfiore addominale..) (Ringraziamo Accrangiulu al quale porgiamo una domanda: Ma rìnci ses cagàu?!)
Asseghettai| chiacchierare (Es.: seisi tottu s'ora asseghettendi; state tutta l' ora chiacchierando) (Segnalazione di Fortza Paris)
Asserregau| malaticcio (raffreddore, mal di gola, dolori alle ossa, etc..) (Es.: oi seu tottu asserregau; oggi sono un pò malaticcio) (Segnalazione di forresu)
Assuttone| molto asciutto, dicesi per un ragazzo che non bagna il biscotto da tempo immemorabile e che si appicicherebbe a qualsiasi cozza (es.: bi chi ses un'assuttone! - Trad: sei veramente asciutto!) (ringraziamo Ticoddoilcane!)
Astocchiggiài| Accoltellarsi. (es.: Babbu bessìndi in sa rùga, chi ci fùnti Efisièddu e su fillu de su maistr'è iscòla chi si funti astocchiggièndi!!! ; Trad.: Papà vieni fuori perchè il piccolo Efisio e il figlio del maestro di scuola si stanno accoltellando!!!) (Magico Fefonne!!!)
Astragàu| termine del nuorese indicante 'congelato' (Es.: custu manzanu mi so pesadu kitto, soe tuccau in su monte...e mi so astragau dae sui frittu!; stamani mi son alzato presto, son partito per la campagna e mi son congelato dal fraddo!) (Grazie a Esoancheper la segnalazione)
Astragu| freddo. (Usato anche come frastimo: ancu ti coddete s'astragu! - trad: che ti scopi il freddo!) Grazie a Bore per la segnalazione.
Astuccaruggiude| appenditi al cazzo. ES: astuccaruggiude! - Trad: ma appenditi al cazzo! (Grazie a  [SHADE] per la segnalazione)
A su burriccu sardu du còddas una borta scetti!| Significa "l'asino sardo riesci a incularlo solo una volta". E' l'equivalente volgare dell'espressione "il sardo è come un fiammifero: lo freghi una volta sola". Questo perchè in Sardegna abbiamo degli asini talmente intelligenti che giocano a Risiko nei momenti di relax. (ringraziamo Artificier Ragno per la segnalazione, e Ragno ringrazia Roberto Savioli per avergli ricordato il detto)
Asurìu| Avaro (es.: O' Fisio no fèzzasa s'asurìu e borzamì dus arriàlisi po su parteolla!!! ; Caro amico Efisio!!! Non essere avaro ed imprestami dei soldi per acquistare un pò di Parteolla!!!) Un ringraziamento a Sengiulio
Assucciuddau| pelle d oca (Es.: custu maestrali mari assucciuddau sa peddi; questo maestrale mi ha fatto venire la pelle d oca) (Anche se in grande ritardo grazie Kikko...)
Assuttone| asciutto, assetato di sete ancestrale (Es.: ses sempre fragande in fattu de sas bunneddas ma sese unu assuttone; stai sempre la a correre dietro le gonne, ma sei asciutto come un pezzo di sughero) (Segnalazione di Tittinu e Sedilo)
Assuttura| crisi da astinenza sessuale (es.: Tenzo un'assuttura chi mi diepo peri coddare a una suora! - trad: Ho così bisogno d'affetto che riceverei volentieri effusioni da tutto il genere femminile!) (ringraziamo Su Cavaru)
Astu| ramo, rametto (Es.: trunch'e figu, astu 'e figu; da un tronco di fico, nasce un ramo di fico ("Talis pater" de noantri)) (Segnalazione di Strattal Lamenti)
A su coddadore malu su pili de su cunnu l'impedit| allo scopatore scarso il pelo della fica gli fa problemi (Es.: cando un'omine no arrettat bene su pilu de su cunnu bi che la morit; quandi un'uomo ha poca virilita' come sfiora il pelo del pube gli si ammoscia) (Segnalazione di massulone)
A ti la leare in culu| vai a prenderlo nel culo (Es.: 'It'es chi fis nande??'. 'A ti la leare in culu'; 'Scusa, cos'è che stavi dicendo??'. 'Di andare a prenderla nel culo') (Segnalazione di Lellinu)
A ti nai calloi ei a offendi sa minca| insulte del tipo: "darti del testicolo significa offendere il pene!". (es.: Alessandro si Appoggia alla macchina di Luca x skerzo, luca scende dalla macchina e con tono alterato grida:"o pibinca!!!!....a ti nai calloi ei a offendi sa minca" ) (ringraziamo Nicola Garau)
A tìpu| Come, simile a. (es.: Das'bìa cùssa tipa? Pòrtada is càmbas a tipu crucculèu! Trad.: Hai notato quella ragazza? Ha delle gambe assai simili a quelle di un piccolo uccello!) (Segnalazione di Giampaolo "Conchixedda"
A tottu pompa| Velocissimo (lett. A tutta pompa). (es.: Ayò, dai che curreusu a tottu pompa! ; Trad.: Andiamo, dai corriamo velocissimo! ) (Segnalazione di  _l e s o_  )
Attanallau| attaccato ai propri averi, tirchio. (es: oh Tore, già ri sesi attanallendi pagu cun'i'custu cazzu 'e spinellu! 'ncammiattui! Trad: oh Salvatore, noto che appari restio a condividere con gli altri lo spinello! Perdincibacco!) (ringraziamo bisco per la segnalazione)
(S')Attarrèsti| Gatto Selvatico in senso figurato... (es.: ....E' Lèggiu! Pàridi cà pòrtada unu "attu arresti" acciucciuddau in mèsu de is coscias! ; Trad: .....E' troppo brutto! Sembra che abbia un gatto selvatico spettinato in mezzo alle coscie!)(Segnalazione di Lilla)
Attera| ancora (altra) (Es.: kerzo attera birra; vorrei un' altra birra) (Segnalazione di sos de su burgu)
Atteu| Oddio! Utilizzata a Seui. Con ogni probabilità deriva dalla lingua greca (theos=Dio) (es.: Atteu, atteu! Pagu beni meu! - trad.: Oddio, oddio! Povero me!) (Segnalazione di poppigeddu)
Attobiai| incontrare (Es.: areseu in sa ruga deretta appu attobiau cussu conche cazzu de Poricu; ieri per strada ho incontrato quello stronzo di Salvatore) (Segnalazione di bikestria)
Attorras'ho? | ritorni? (anche "nciessis'oh?" e "currullas'oh?") (es.: utilizzato per scorrozzare le pecore e tutte le altre arresi. particolarmente indicato quando la percora esce dal tallo e il cane non riesce a riportarla indietro.) Grazie a Mallettu per la segnalazione
Attotucoddu| Fortissimo. (es.: Ti zaccu 'na pappina a tottucoddu in su zugu! ; Trad.: Ti do una pappina fortissima sul collo!) (Ringraziamo Stikkyeponi per la segnalazione)
Attrippa finzasa a intendi fraghi allu| picchia fino a sentire odore di aglio (Es.: su maridu a sa mulleri: "A' biu a fillu tuu ca m'ari segau s'arau". Sa mulleri: "Aici esti? Inzasa attrippa finzasa a candu intendi fragu di allu; il marito alla moglie: "Hai visto tuo figlio, mi ha sfasciato l'aratro". La moglie: "Se è così, picchia fino a quando senti odore di aglio") (Segnalazione di gionchino)
Attrippai (o fare il treppone)| picchiare in gruppo (detto anche "all'americana") (Es.: cussu calloneddu fiara castiendi mali e deusu attrippau; quell'individuo (spesso il jollone) ci stava guardando male e l'abbiamo picchiato(attrippato) tutti assieme) (Segnalazione di jappu)
attrobeddau| attorcigliato (es.: ancui ti'n ci agattinti attrobeddau in su fill ' e ferru ; Trad.: che ti trovino attorcigliato al fil di ferro. ) (Segnalazione di  cccp )
Attroppelliau o attruppelliau| imbranato, incasinato. Inteso anche nel senso di attorcigliato (Es.: 1) non ses bonu a fai nudda, ti bisi ses tottu attroppelliau...!!!; 2) candu coddu cun sa pivvella mia aintru 'e su cinquinu seu tottu attruppelliau, puitta c'esti pagu logu e meda gana!; 1) non sai far niente, non vedi che sei tutto imbranato...!!!; 2) quando mi lascio andare ad effusioni amorose con la mia ragazza e siamo in automobile, mi ritrovo attorcigliato in quanto l'abitacolo della cinquecento è poco capiente...) (Grazie a billyebis ed all'Artificier Ragno per la segnalazione)
Attru ghe| altro che (Es.: Ma dasi biu Sau? Attru ghe Maradona!; Hai visto Sau (attacante del Cagliari )? Altro che Maradona!) (Segnalazione di piolo 63)
Attu| gatto (Es.: sos contos je sunt bellos ma su tempus kest colande, como ando a domo e mi coddo su attu; le storie sono belle ma il tempo sta passando, adesso vado a casa e mi trombo il gatto) (Segnalazione di Ruinakesos)
Attu chene cazzu| gatto senza pene. Espressione dorgalese usata durante partite di calcio se uno sbaglia il gol... (Es.: Oh frosciu!!! Ses unu attu chene cazzu!!!; Oh frocio!!! Sei un gatto senza pene!!! (Segnalazione di malittu sias)
Attura attentu! | (pronunciato Atturattentu, senza soluzione di continuità) stai molto attento, stai in guardia. Detto in genere con tono di minaccia. (es: o Schillelè, atturattentu a fai su scimpru, chi si mindi pesu de sa carira funti bucciconisi a conca!! - trad: o ragzzetto, stai molto attento ad angustiare il prossimo tuo, perché se mi deciso infine ad alzarmi dalla sedai, per te saranno violente percosse scagliate dall'alto sul tuo cranio adolescente.)
Atziccai| spaventare (Es.: Cantiere a Macchiareddu. Una grande impresa edile sta costruendo i futuri uffici destinati ad una grande azienda della new economy. Passa un manorba a torso nudo e un suo collega lo riprende: "Oh, ponirì sa maglietta chi faisi atziccai is pippiusu, o Tarzan!!!"; "Senti: rimettiti la maglietta, che così conciato rischi di spaventare i bambini: sembri Tarzan dei poveri!") (Segnalazione di Coca a chili e cocacola)
Atziccau| spaventato (Es.: àppu bìu cùssa cardànca e sòrri tua e mi seu azziccàu; TRAD: ho visto quella brutta faccia di tua sorella e mi sono spaventato)
Aùndi| dove (es.(1): aundi asi stuggiau sa grema?; Dove hai riposto le sostanze stupefacenti?. (2) Ascuttamì o bellu bellu, seu narendi a tui conche buida, aundi cazzu sesi andendi cun su stereu 'e sa macchina? è cosa mia! tocca torraddu a poi aiutru primmu ca di partada unu cranciu in sa callonera ma cumprendi?; scusa bel giovane, stò dicendo proprio a te testa dall'apparato mentale assai ridotto con un unico neurone che gira, gira, gira e sta morendo di solitudine poichè è l'unico esemplare di neurone presente nel tuo cervellino. Dove caspita ti stai recando con lo stereo della mia Cinquecento? Senti rimettimelo cortesemente dove l'hai trovato prima che ti faccia pervenire un calcio nelle tue parti intime. Capitto mi hai ?) (Il secondo esempio è di Il Ghiro)
Aunzu| companatico. (es.: asa lassadu su pane po ti mandigade s'aunzu - Trad: hai lasciato il pane per mangiarti il companatico) (ringraziamo haton)
A urrasa | voglia di coddare. (es: Seu a urrasa pò gussa picciocchedda! Tengiu ganna de coddai! trad.: Sono eccitato per quella ragazzina! Ho voglia di coddare!) Grazie a Paolo M. per la segnalazione
Avvollottu| agitazione, casino (Es.: seu fendi su billettu in internet po parti e seu tottu avvollottau; sto facendo il biglietto in internet per partire e sono tutto incasinato) (Segnalazione di Sari)
Azza| spigolo. Dicesi di persona normalmente tranquilla che all'improvviso manifesta inopportune doti di personalita' (Es.: e itta ci ses boghendu a forasa s'azza?; (lett.) e che cosa ci stai togliendo fuori lo spigolo? (fig.) bada che stai facendo il barroso!) (Segnalazione di Iamlorenzo)
Azzappuai| sbattere, pestare, qualunque sia il senso.- es. 1: "la ca t'azzappu a su muru e no nd'abarra nudd'e tui!" (guarda che ti sbatto al muro e di te non e resta niente!);- es. 2: "no azzappuisti in sa mesa ca se fadendi ua surra e casinu!" (non pestare sul tavolo che stai facendo troppo casino!); - es. 3: "ki no scisi itta fai, azzappuarì is calloisi!!!" (se non sai come passare il tempo, pestati i coglioni!!!). (Ringraziamo spriqua per la segnalazione articolata)
Azziccadu| Avaro. (es.: Este gai azziccaddu chi gandu poni su dinari in busciaccara ru cundanna a s'ergastruru! ; T: E' così avaro che quando mette gli €uro nel portamonete li condanna a non uscire per almeno 30 anni!) (Grazie a Backloop per la segnalazione)
Azzicau| spaventato (Es.: t'appu bistu de aici ...mi seu azzicau; ti ho visto così......mi sono spaventato) (Segnalazione di Isaura)
Azzisolgiu| Dicesi maiale in età adolescenziale. (es.: Cùn Ninnita sorre ausu occitu un'azzisolgiu po Pasca Manna! ; Trad.: Con mia sorella Ninnita (Giovanna) abbiamo ammazzato un giovane maiale per Pasqua!) (Grazie a Accrangiulu per avercela segnalata.)
Azzoladdu| "Azzolato". La parola prende origine dalla reazione di Zola (si è raggomitolato su se stesso) ai mondiali del '94 a seguito dell'ingiusta espulsione dopo soli cinque minuti di gioco... un misto di stupore e dolore allo stesso tempo. Dal verbo riflessivo: AZZOLARE (azzolarsi). (es: Mario: "o Giuà e acchì sei di gussì azzoladdu? T'ha mulladdu la pizzinna?" Giuanni: "eia, chidda bagassa di to suredda" - Trad: Mario: "Dimmi Giovanni, perchè sei così azzolato? Ti ha per caso lasciato la morosa?", Giovanni: "si, quella zoccola di tua sorella") (ringraziamo Lux)
Azzompellare| coddare (Es.: 'Ihh Teresa ita bella chi sesi, mi faisi arziai su sanguini a conca...!!!'. 'Gi da scisi longa in cali conca t'arziara su sanguni?'. 'Beni a innoi Teresa, ca immoi t'azzompello tengu troppa gana'; 'Ehh Teresa che carina che sei, mi fai salire il sangue in testa...!!!'. 'Si la sai lunga chi sa in quale testa ti sale questo sangue...!!!'. 'Vieni Teresa non ti resisto ti coddo, ho troppo desiderio') (Segnalazione di Billyebis)
